y_Медианный доход по району	Широта	Долгота	Медианная стоимость дома в районе	Средний возраст населения	Всего номеров в районе	Население района	Всего домохозяйств в районе	Всего спален в районе
4.4583	38.00	-121.82	131000	30	3268	1714	565	567
4.2647	38.00	-121.85	133400	26	3364	1806	566	570
2.0411	38.00	-121.85	100000	24	2269	1239	542	584
4.8359	38.00	-121.83	145300	25	1710	799	259	288
4.9167	37.99	-121.83	152400	23	1150	572	174	174
4.4853	37.99	-121.83	145900	23	1970	935	279	296
4.7566	37.99	-121.83	142500	18	2741	1507	460	449
5.6779	37.99	-121.83	164700	16	2919	1456	453	462
2.5893	38.00	-121.79	108500	36	1141	562	213	234
5.7321	37.99	-121.79	164700	18	3646	1651	535	534
3.5368	38.00	-121.80	122500	34	2738	1316	459	475
5.5000	37.99	-121.80	179500	16	3077	1575	446	465
1.2024	38.04	-121.90	90200	36	1489	838	259	331
3.3371	38.02	-121.89	94600	36	2707	1827	545	550
3.1389	38.02	-121.87	117800	31	3644	2229	678	746
4.1947	38.00	-121.88	140300	16	2605	1352	408	440
4.2227	38.01	-121.89	134400	30	4114	1994	722	743
5.3098	38.00	-121.88	151900	22	721	367	129	117
5.2500	38.00	-121.86	161700	16	3216	1504	453	464
5.5676	37.99	-121.88	174200	16	3787	1606	507	515
4.8542	38.00	-121.87	144100	17	2713	1475	415	442
3.0042	38.01	-121.89	103900	28	3639	2362	641	751
4.6628	38.01	-121.90	136000	16	2604	1696	481	454
4.0972	38.01	-121.89	99200	32	1000	663	212	188
3.5129	38.01	-121.90	110600	34	3779	2356	722	766
3.0160	38.02	-121.96	95300	35	2691	1409	505	542
3.5436	38.03	-121.92	100200	16	2176	1410	434	464
4.2067	38.02	-121.92	125000	16	1840	1288	338	355
3.7043	38.03	-121.97	139800	17	3685	1939	649	685
3.3661	38.05	-121.98	98500	31	2810	1640	503	518
2.5481	38.00	-122.13	150800	33	2821	1206	640	652
5.1265	38.02	-122.16	196100	40	1800	761	277	290
3.1711	38.01	-122.11	116100	39	1313	575	231	306
3.3831	38.01	-122.11	129400	41	1345	718	283	272
3.8824	38.02	-122.09	113700	37	1742	1128	345	339
3.6523	38.02	-122.10	159700	28	4308	2086	776	824
3.6250	38.00	-122.07	156300	37	978	462	184	202
5.0509	37.99	-122.08	199900	19	4657	1914	732	739
5.4496	37.99	-122.09	205400	19	3073	1773	493	506
5.1297	37.99	-122.11	206700	16	3913	1782	676	710
4.6750	37.99	-122.12	225400	33	1660	741	261	277
5.6931	37.97	-122.10	269600	18	4326	1753	646	655
4.3571	37.96	-122.10	228200	20	3796	1679	611	650
6.3699	37.96	-122.10	235500	25	1374	569	235	206
4.5401	37.99	-122.07	166900	28	3310	1811	597	574
3.7262	37.97	-122.07	211800	20	1705	856	341	353
5.0172	37.96	-122.07	197100	34	1692	836	289	290
4.2917	37.96	-122.06	189600	37	1784	788	304	313
4.7386	37.95	-122.06	186400	36	2213	950	370	386
4.5893	37.95	-122.07	190000	39	2199	1025	385	388
5.0672	37.95	-122.08	243000	24	3173	1351	536	548
4.8702	37.95	-122.08	235600	33	1043	425	148	157
5.0445	37.96	-122.07	196200	37	1217	552	194	199
4.1750	37.95	-122.05	169400	34	1408	738	269	277
2.5459	37.94	-122.05	179300	22	4162	1804	1185	1194
2.5268	37.94	-122.06	235700	19	4005	1896	893	972
3.5057	37.94	-122.07	205100	36	2639	1111	476	488
2.8920	37.94	-122.07	220800	30	1260	707	221	276
5.0761	37.93	-122.08	233200	35	4043	1832	662	689
6.0265	37.95	-122.09	247900	32	1339	601	209	209
3.2484	38.00	-122.04	91100	16	3077	1447	709	733
3.2000	37.99	-122.04	134500	32	1504	749	267	279
4.1250	37.99	-122.04	136200	36	2765	1478	441	495
6.1359	37.97	-122.05	250000	16	60	65	19	10
1.8229	37.99	-122.06	137500	17	1319	384	269	316
3.7333	38.00	-122.05	136400	36	2476	1213	393	472
1.3894	37.98	-122.03	156300	16	1209	627	482	477
5.7295	38.00	-122.03	178300	25	3577	1753	593	581
4.5707	38.01	-122.03	175900	27	3228	1666	588	562
3.8897	37.99	-122.04	139900	38	2675	1378	480	541
4.6375	38.00	-122.02	178200	28	2965	1591	472	533
4.9022	37.99	-122.03	169300	35	3103	1614	566	537
4.4500	37.99	-122.02	161900	37	2247	1237	397	416
4.5900	37.99	-122.03	166600	37	1755	882	350	327
3.5179	37.98	-122.01	165500	25	1476	777	297	336
4.3170	37.98	-122.01	194000	29	2001	956	370	373
5.1118	37.98	-122.00	226900	32	1013	436	173	169
5.1021	37.97	-122.00	202800	27	2491	1171	431	428
3.6449	37.97	-122.01	211500	32	3012	1288	512	527
2.8456	37.98	-122.02	165500	40	1797	756	369	401
3.4187	37.98	-122.02	161700	37	1474	782	331	343
5.4607	37.99	-122.00	192300	28	4035	1881	659	641
5.0915	37.98	-122.00	193200	31	2030	867	341	337
4.4536	37.98	-121.99	184000	23	2293	969	399	411
6.2135	37.97	-121.99	217200	28	2839	1372	443	428
4.9219	37.98	-122.00	182000	35	1192	535	172	201
4.5250	37.98	-122.00	161300	36	404	237	88	77
4.0507	37.98	-122.01	161000	34	1256	638	252	267
3.7841	37.99	-122.01	144900	28	1900	918	351	401
6.1436	37.96	-121.95	259500	18	2739	1072	374	393
6.1168	37.97	-121.97	210500	27	1691	807	296	289
5.0092	37.97	-121.97	244100	24	1330	656	205	183
4.7891	37.96	-121.97	184800	28	1433	877	313	290
5.2145	37.96	-121.96	229200	28	1838	899	270	273
3.6500	37.96	-121.98	204100	22	2987	1420	540	563
5.7512	37.97	-121.97	240200	26	1977	817	273	264
5.9617	37.97	-121.98	231100	26	2714	1232	409	390
5.2442	37.97	-121.98	213200	26	2738	1316	430	428
5.1333	37.97	-121.99	207200	22	2823	1271	474	509
4.6071	37.97	-121.99	184100	30	3320	1470	543	589
3.7000	37.96	-122.00	179000	32	3364	1980	678	666
4.5833	37.96	-122.00	190700	28	4071	2033	647	713
7.6166	37.96	-121.99	260400	16	3324	1470	461	479
5.5872	37.96	-121.99	200600	17	2756	1228	426	423
6.7821	37.95	-121.98	265900	16	2984	1317	397	406
5.3794	37.97	-122.01	206200	34	3259	1250	478	498
4.0000	37.97	-122.02	171000	36	2342	1191	416	436
2.9861	37.97	-122.04	160900	26	2470	1174	573	626
2.9915	37.97	-122.03	166700	20	3968	2629	903	931
2.9097	37.96	-122.04	106300	16	2913	1705	693	723
3.1968	37.97	-122.04	151000	39	1323	705	261	245
2.2411	37.96	-122.04	151800	20	1143	578	298	346
3.8456	37.96	-122.05	159800	35	2190	1154	401	384
3.6964	37.96	-122.04	165700	28	1207	724	252	252
1.8370	37.96	-122.04	175000	27	2587	1500	623	729
3.1838	37.95	-122.05	182000	27	3513	1875	694	791
5.4482	37.95	-122.05	190800	20	563	246	123	107
6.6727	37.96	-122.02	305100	25	2615	935	366	368
2.1083	37.96	-122.03	162500	20	2636	1142	627	691
2.4519	37.95	-122.02	208300	25	1205	608	272	260
4.9485	37.95	-122.03	202300	32	1955	804	317	313
5.6642	37.95	-122.02	237000	22	3526	1660	508	510
4.2569	37.94	-122.02	213100	23	3516	1465	623	661
4.1250	37.94	-122.02	267100	19	3192	1317	594	612
6.0704	37.94	-122.01	268000	26	1619	706	220	224
6.3809	37.94	-122.01	273600	18	2077	937	292	298
3.1406	37.95	-122.04	163100	33	1653	814	328	334
4.6602	37.94	-122.05	227800	22	2105	993	365	354
4.7188	37.95	-122.04	197100	29	866	341	133	138
3.1002	37.89	-122.06	114300	21	4985	2575	1458	1590
4.4312	37.92	-122.07	225000	26	3872	1629	684	739
4.4561	37.92	-122.08	250000	28	2377	1068	435	469
6.1950	37.92	-122.08	264900	26	1733	796	274	265
5.0391	37.91	-122.07	259800	28	1731	810	295	295
3.6833	37.91	-122.07	292500	33	1550	638	254	277
5.0499	37.90	-122.08	306800	32	1075	486	173	170
4.3864	37.89	-122.07	266800	28	3410	1428	670	746
6.2924	37.89	-122.08	283900	39	3018	1223	489	501
5.1097	37.90	-122.08	288000	29	4133	1691	744	770
5.5636	37.89	-122.07	268800	38	2139	809	340	343
5.6558	37.89	-122.07	263300	38	757	319	123	124
2.9526	37.90	-122.05	271000	24	4125	1699	873	1020
4.2625	37.89	-122.05	310600	37	1677	689	283	269
4.6424	37.88	-122.04	312700	32	3250	1230	557	550
6.2726	37.73	-121.94	258200	22	1980	861	290	291
6.2048	37.73	-121.93	275000	23	2564	1043	351	347
6.3325	37.74	-121.95	250000	19	1127	518	167	170
6.2781	37.75	-121.94	269800	17	2559	1238	377	370
2.4821	37.73	-121.92	157200	24	1407	501	295	327
4.6042	37.82	-122.00	256400	20	2206	926	432	458
3.3750	37.82	-121.99	200000	22	1248	579	269	271
4.9018	37.81	-121.99	188500	17	465	146	75	83
7.3732	37.88	-122.02	287300	16	3031	1087	421	438
6.5095	37.90	-122.10	294400	38	827	368	136	144
5.2079	37.89	-122.10	310300	21	3282	1398	601	653
4.3235	37.89	-122.11	279500	32	2372	1067	492	516
4.1250	37.89	-122.12	257100	30	3227	1260	684	733
2.3971	37.88	-122.08	99400	24	2059	410	294	462
3.1200	37.86	-122.07	155000	23	1025	263	191	205
3.5893	37.86	-122.07	206300	17	1102	317	208	224
6.5814	37.87	-122.11	314200	33	3398	1351	457	500
2.8750	37.95	-121.83	162500	17	1133	716	235	244
5.1582	37.94	-121.96	194700	26	3084	1557	501	505
4.1483	37.95	-121.96	181200	25	4026	1850	709	791
6.8642	37.94	-121.95	285400	21	3153	1318	431	411
7.1978	37.95	-121.94	288000	18	2541	986	346	355
6.2296	37.94	-121.94	291700	26	1299	533	180	174
6.2990	37.93	-121.93	286900	16	2876	1089	377	391
6.6049	37.93	-121.93	312600	16	2169	877	245	262
5.9346	37.94	-121.95	253600	27	1469	578	219	216
5.7001	38.02	-122.25	205100	16	1803	946	266	267
5.6022	38.04	-122.20	197000	31	3029	1236	487	500
4.4474	38.03	-122.26	203700	25	2239	928	353	361
3.9345	38.03	-122.26	150200	41	1631	752	288	282
2.6940	38.04	-122.26	123000	41	2512	1179	480	539
1.6767	38.05	-122.25	147700	30	1255	779	307	297
3.4471	38.00	-122.28	178900	26	2335	980	417	413
4.0250	38.00	-122.29	173200	16	4986	2805	1016	1081
4.3173	38.03	-122.36	175400	32	2159	981	369	393
4.4394	38.00	-122.30	162000	34	1712	956	341	317
4.6210	38.00	-122.31	191100	26	3735	1708	633	641
3.2759	38.01	-122.31	195000	18	4123	1895	772	874
4.3750	37.99	-122.28	193300	28	3801	1654	571	622
5.1178	37.98	-122.26	198000	28	2038	947	349	329
5.8899	37.99	-122.27	243200	16	4921	2312	725	737
6.0289	37.98	-122.27	218600	23	3455	1375	474	479
6.0102	38.01	-122.24	235600	16	2084	1154	307	315
6.5006	38.00	-122.25	237700	16	2978	1531	400	411
5.1046	37.98	-122.29	209800	27	2133	850	350	347
5.5000	37.96	-122.28	201000	35	1579	734	264	243
3.6393	37.97	-122.30	184000	30	4030	1777	718	772
3.5353	37.97	-122.30	164700	34	2854	1211	452	528
4.4911	37.97	-122.29	227400	20	3426	1512	580	632
3.3750	37.97	-122.30	149700	35	1811	911	340	377
4.4500	37.95	-122.32	196600	37	1887	895	359	353
3.8343	37.94	-122.31	191400	38	1794	810	335	349
4.3958	37.94	-122.31	194200	38	2172	945	384	403
4.3500	37.95	-122.32	185000	36	1425	573	239	245
3.6518	37.98	-122.30	164300	25	3807	1821	792	806
3.9722	37.97	-122.32	161000	29	2347	1135	490	464
4.6944	38.01	-122.32	171100	26	3054	1495	496	492
2.9781	38.00	-122.33	109000	35	3779	2493	679	711
4.3333	38.00	-122.31	170800	29	3108	1687	516	534
4.2852	37.99	-122.32	173500	24	4865	2315	893	968
4.0437	38.00	-122.32	162800	32	2275	1233	418	397
4.1250	38.00	-122.39	212500	33	44	23	11	6
0.7160	37.96	-122.36	104200	39	246	316	52	57
3.9773	37.98	-122.34	131300	33	2014	1354	427	410
3.7562	37.98	-122.35	132900	34	3756	2237	686	726
6.0426	37.97	-122.34	110000	19	392	287	81	109
2.0353	37.96	-122.35	113600	32	1991	1139	423	504
3.2188	37.97	-122.35	113800	31	2892	2104	641	685
4.6937	37.97	-122.32	134100	33	1595	991	300	292
4.5000	37.97	-122.32	156600	33	1156	643	209	190
4.4135	37.98	-122.33	150100	32	1967	1144	364	348
2.3382	37.97	-122.34	120700	19	2237	1438	551	580
2.5164	37.96	-122.35	114200	36	2191	1563	524	531
1.8750	37.96	-122.35	97200	29	1899	1357	443	524
2.0724	37.96	-122.35	97700	35	1326	1023	295	346
2.6328	37.95	-122.35	110300	31	2449	1801	548	595
2.5461	37.96	-122.35	93900	34	1428	1272	319	335
1.8664	37.96	-122.36	107800	30	950	1073	280	317
3.3750	37.96	-122.32	133700	25	1728	934	412	403
4.0417	37.96	-122.32	182800	34	2070	784	294	357
2.5769	37.95	-122.32	146100	35	1612	887	331	354
2.1915	37.95	-122.33	120800	22	2099	1135	509	569
2.5382	37.96	-122.34	103600	33	1817	1220	389	441
3.7277	37.94	-122.32	165100	38	2751	1390	489	522
3.9464	37.93	-122.32	186900	40	1141	434	196	213
3.2333	37.95	-122.34	135100	39	1986	1041	385	427
3.2833	37.95	-122.34	111700	38	1340	766	241	298
2.7714	37.95	-122.36	104700	38	1042	773	248	289
1.6810	37.94	-122.34	145500	31	1611	786	411	455
1.6571	37.94	-122.35	105200	34	1880	1358	422	459
0.9687	37.94	-122.36	105800	27	844	583	265	249
3.0500	37.93	-122.36	121600	17	1258	885	229	254
5.0524	37.91	-122.38	269800	18	3507	1224	676	711
2.1287	37.93	-122.34	95000	30	2515	1327	428	481
1.7257	37.93	-122.35	91500	39	2002	1166	395	416
1.1250	37.91	-122.33	93800	36	1954	1437	440	513
1.9224	37.92	-122.35	94000	36	921	585	236	200
2.3475	37.93	-122.33	90300	34	2326	1356	441	471
3.0156	37.93	-122.33	111500	27	2158	1220	442	424
3.2222	37.93	-122.35	156300	41	268	198	82	75
5.0187	37.92	-122.32	140600	29	2304	1377	454	399
2.2301	37.92	-122.33	122400	26	3887	2512	740	779
3.2674	37.92	-122.32	129100	28	4649	2606	953	977
2.6399	37.91	-122.32	119600	34	2669	1341	555	647
2.7628	37.91	-122.31	167800	39	2955	1417	682	696
5.3433	37.93	-122.31	286500	39	2505	872	345	371
5.0399	37.93	-122.31	253400	36	2403	917	404	408
5.1067	37.93	-122.32	247300	40	3056	1103	481	489
5.9430	37.92	-122.29	288200	35	583	235	84	88
4.5000	37.93	-122.30	304000	34	2254	715	306	357
3.5089	37.93	-122.31	261900	36	1526	696	263	256
2.8456	37.92	-122.31	183300	30	1014	537	204	236
3.7240	37.92	-122.31	220100	38	1250	631	279	236
3.3594	37.92	-122.32	186900	22	1119	565	199	220
4.0804	37.92	-122.30	239000	33	1615	710	285	271
2.7243	37.91	-122.31	218100	31	1432	681	348	348
2.9441	37.91	-122.30	200400	39	2686	1159	559	569
3.6321	37.91	-122.30	209100	40	2866	1305	589	617
2.9219	37.90	-122.30	217200	37	2125	912	462	489
3.4091	37.90	-122.30	223000	41	2053	873	415	435
2.3946	37.90	-122.30	141700	35	1102	688	303	308
2.2672	37.90	-122.30	162500	30	1772	880	437	471
6.0000	37.92	-122.29	311400	36	1450	568	234	235
5.1691	37.91	-122.29	263200	38	2591	905	378	424
5.5357	37.91	-122.29	273700	40	2085	796	339	329
3.7557	41.80	-124.17	109400	16	2739	1259	436	480
2.4605	41.76	-124.17	105900	20	2673	1282	514	538
2.2750	41.95	-124.14	122400	21	2696	1208	494	578
3.0313	41.84	-124.30	103600	17	2677	1244	456	531
2.2868	41.81	-124.15	103100	17	3276	3546	585	628
2.9688	41.68	-123.91	152700	22	1880	743	314	360
3.1300	41.88	-123.83	116700	18	1504	660	258	357
1.5536	38.96	-119.94	212500	20	1451	467	255	386
1.7245	38.95	-119.95	92200	21	2046	952	353	580
2.3200	38.95	-119.94	91300	25	1789	1134	396	536
2.5875	38.94	-119.95	173400	24	2180	755	223	517
2.4917	38.94	-119.93	200000	27	1709	97	44	408
3.1806	38.93	-119.97	107200	24	856	388	108	185
3.5417	38.96	-119.98	114800	25	2443	868	342	444
2.2589	38.94	-119.96	131600	19	1429	585	188	292
1.8906	38.94	-119.96	104200	27	1492	717	254	393
2.8300	38.93	-119.96	110500	22	2731	1215	483	632
4.6000	38.92	-119.94	136800	24	1258	235	96	216
1.9018	38.94	-119.98	109700	25	1339	503	219	328
4.0417	38.94	-119.98	99300	23	1564	339	147	298
3.1625	38.94	-119.99	103600	24	1216	421	185	289
3.0806	38.94	-119.99	118500	22	3119	786	351	640
2.9091	38.93	-119.99	141900	23	1882	673	277	414
2.6607	38.93	-119.98	90400	25	1262	534	226	293
2.9960	38.93	-120.01	126100	22	3080	1045	425	610
3.3295	38.92	-120.00	126600	17	1106	466	180	207
3.5000	38.92	-120.00	103600	26	529	191	83	116
1.7188	38.92	-120.01	96100	23	964	485	198	246
2.6750	38.92	-120.01	104200	25	1758	689	278	357
2.2056	38.91	-120.02	107200	22	2138	829	330	493
3.2396	38.92	-120.02	101900	24	1194	414	151	246
2.0938	38.91	-120.01	94400	27	968	283	143	191
3.0089	38.89	-120.01	100800	24	1669	589	281	422
1.9727	38.90	-120.00	114100	21	1653	737	308	419
2.7457	38.88	-119.99	107800	17	2807	675	251	529
3.5000	38.90	-119.98	134700	16	3109	885	334	572
3.5714	38.84	-119.96	109700	17	2722	828	289	512
3.7891	38.86	-120.04	117700	16	2708	712	261	481
3.0170	38.86	-120.02	97600	19	2429	883	300	459
4.0313	39.04	-120.16	126000	18	2040	350	129	402
4.9750	39.01	-120.16	206300	16	1463	54	26	264
2.9444	38.89	-120.81	119300	17	1438	675	268	324
4.6394	38.66	-121.07	173400	22	1831	813	269	274
2.2269	38.74	-120.83	128300	17	3685	1714	734	775
2.8807	38.73	-120.84	142600	17	2616	1158	457	492
2.5104	38.73	-120.81	120500	38	2005	882	353	385
2.1603	38.74	-120.78	111300	28	4236	2008	881	877
2.3314	38.74	-120.81	121600	29	2259	1099	463	482
2.6392	38.76	-120.76	148500	21	3509	1576	564	606
1.5625	38.73	-120.76	108300	17	512	314	140	129
2.9844	38.73	-120.78	127900	31	3117	1606	588	616
3.6406	38.72	-120.78	150900	19	4414	1865	699	767
2.1682	38.76	-120.67	138100	35	2104	1060	400	403
2.9000	38.75	-120.70	158700	19	2325	967	376	430
2.9219	38.73	-120.71	141300	17	2146	862	351	396
2.3583	38.77	-120.58	108700	21	1661	789	319	406
3.0217	38.76	-120.60	106900	22	1236	615	248	273
1.7266	38.76	-120.59	94700	21	1728	731	334	417
2.7201	38.75	-120.63	117500	17	3145	1432	559	621
2.5042	38.61	-120.66	126400	19	2715	1301	473	596
4.6250	38.80	-120.08	162500	34	1988	36	15	511
3.5511	38.65	-120.76	155900	17	2319	1126	372	430
1.5547	36.74	-119.77	93900	20	1855	1091	443	519
2.7813	36.74	-119.67	120300	19	2788	1365	525	614
4.9196	36.73	-119.67	117900	27	2845	1219	460	417
7.2211	36.73	-119.69	171700	30	2437	1005	380	349
3.5128	36.74	-119.69	121600	23	2097	911	405	385
4.4583	36.71	-119.69	108300	25	556	249	71	79
2.6875	36.72	-119.67	153800	31	843	453	149	140
5.2608	36.73	-119.71	151400	19	3972	1586	560	585
3.9211	36.65	-119.67	92300	20	2512	1464	450	449
3.4107	36.64	-119.63	110400	33	1036	620	174	181
3.5781	36.62	-119.73	92800	35	2080	1026	333	365
3.3438	36.59	-119.73	92600	31	1551	1058	287	296
2.2466	36.64	-119.82	96000	30	1694	1008	321	312
3.5375	36.74	-119.85	96700	35	1191	537	182	190
3.3125	36.79	-119.90	106100	22	1970	1066	319	332
4.1719	36.76	-119.89	126400	17	1987	1152	313	335
3.6204	36.77	-119.92	119800	18	1422	702	230	243
2.3194	36.77	-120.21	90600	20	1745	1093	302	348
3.4861	36.74	-119.98	112500	26	1453	896	260	251
3.4297	36.80	-119.95	112500	30	1233	620	199	214
3.8056	36.83	-119.91	165400	29	2205	1072	345	366
5.5405	36.82	-119.85	119300	16	1852	887	286	274
6.8645	36.83	-119.84	195900	17	2273	700	263	298
7.4201	36.83	-119.84	229700	17	3012	987	362	408
6.1175	36.83	-119.82	144700	16	2868	1016	379	376
5.5357	36.82	-119.84	167700	17	2807	996	353	376
5.2809	36.82	-119.82	151500	28	2268	752	330	336
5.0698	36.81	-119.82	150900	25	3305	1149	500	551
7.7062	36.81	-119.84	188300	18	2789	937	364	378
4.2304	36.85	-119.81	94400	17	2340	1174	396	370
3.2143	36.82	-119.79	93000	25	2330	1215	467	462
4.3315	36.83	-119.80	95800	17	1560	709	258	261
3.4167	36.82	-119.79	105200	23	4358	1852	802	819
5.4513	36.81	-119.81	143300	33	3972	1324	561	594
6.1575	36.80	-119.81	160100	38	2252	777	314	325
3.8571	36.80	-119.83	90100	24	3756	1586	739	681
2.9471	36.80	-119.82	99500	33	1670	528	250	256
3.3200	36.80	-119.79	124700	27	2462	852	449	484
4.2500	36.81	-119.79	132200	33	1461	494	254	261
2.3333	36.80	-119.75	90600	25	2718	1257	465	504
4.2153	36.83	-119.78	95200	18	4164	1817	681	741
4.5179	36.83	-119.76	99600	22	2803	1234	457	438
5.2595	36.83	-119.76	110900	20	3214	1360	463	446
4.7804	36.83	-119.77	101100	19	3237	1378	510	507
5.0635	36.83	-119.77	108500	16	2360	1034	359	355
6.9405	36.88	-119.71	165200	17	2236	992	312	315
4.0000	36.86	-119.69	164600	20	1676	786	240	263
4.5398	36.85	-119.69	143100	20	2655	1081	379	432
1.9483	36.82	-119.72	112500	16	2627	1054	623	613
6.0132	36.77	-119.68	150800	21	1260	583	205	182
4.5260	36.79	-119.63	148700	19	1317	517	187	189
4.9250	36.76	-119.63	154700	22	4126	1795	613	614
4.5625	36.78	-119.53	136900	20	2822	1372	455	479
4.0227	36.77	-119.58	126500	19	3225	1760	542	548
4.5375	36.72	-119.59	130600	18	1284	621	190	193
4.5938	36.74	-119.50	106900	20	1089	531	212	208
3.2917	36.69	-119.47	160100	19	3351	1578	542	589
3.4044	36.68	-119.41	115300	18	1802	945	292	332
3.6250	36.63	-119.43	107600	25	1784	904	303	312
3.5074	36.59	-119.40	93800	37	1486	977	290	296
2.3359	37.10	-119.49	92400	24	2532	1564	507	555
3.3320	37.02	-119.57	111800	16	4199	2140	722	794
3.1736	37.00	-119.48	111800	16	2904	1467	509	551
3.3269	37.09	-119.40	102700	22	2211	773	288	477
3.8750	37.12	-119.34	125000	23	1881	64	37	380
3.0729	37.11	-119.28	144600	34	1901	171	73	394
2.6902	36.80	-119.24	94400	17	2052	975	340	405
2.6058	36.62	-119.34	92200	26	1922	1148	332	339
3.7917	36.61	-119.45	90500	24	1302	693	243	232
3.9073	36.61	-119.44	91600	17	1531	775	246	280
3.9844	36.60	-119.46	118100	18	1404	754	229	226
1.9913	36.58	-119.49	95300	21	2106	867	380	410
3.0521	36.64	-119.59	113800	27	823	798	200	171
3.5987	36.57	-119.59	131700	19	1733	911	281	303
2.0658	36.56	-119.64	92500	34	576	363	97	117
3.2917	36.55	-119.53	111500	34	2065	1041	313	343
4.2045	36.52	-119.54	120900	16	2703	1106	372	415
3.2019	36.53	-119.56	95700	19	2746	1670	518	495
2.1908	36.57	-119.67	110000	32	1604	868	276	292
3.1333	36.51	-119.65	100000	30	1671	966	282	319
3.3214	36.52	-119.59	101600	35	990	674	178	192
2.5921	36.52	-119.73	94200	20	1741	1466	289	331
2.9750	36.64	-119.89	90000	34	1422	716	222	237
2.1153	36.34	-120.08	112500	18	1524	2030	356	414
2.1458	36.18	-120.43	104200	29	579	218	99	116
2.3026	36.59	-120.18	90600	25	948	613	171	198
2.5000	36.72	-120.67	112500	18	819	996	198	198
2.8182	36.84	-120.44	90500	29	1563	883	288	293
4.6250	36.51	-119.54	162500	36	49	28	2	7
